"time","toolid","moduleid","type","event","action","caller","recipeid","recipestepno","acttime","lotid","carrierid","slotno","waferid","message","uuid"
2023-11-28 09:44:30.720,tesla_sensor,model_Y,D,MFC1 IAC,ON,"","",0,0,"","",0,"","",a3de74e5-e94f-45ad-8aa4-cee233bcb5c3
2024-01-04 16:37:57.550,tesla_sensor,model_3,D,SHIELD,AUTO EXIT,LOAD,"",0,0,Air Filter,"",0,"","",ed6343e3-cafc-4326-86a4-07660fac55d2
2024-01-04 16:39:42.890,tesla_sensor,model_3,D,LIFTER,DOWN,UNLOAD,"",0,0,"","",0,"","","1d7e1caa-273c-4f70-a153-ae444a96ed71"
2023-11-28 09:44:30.760,tesla_sensor,model_Y,D,MFC1 IAC,COMPLETE,"","",0,0,"","",0,"","00.0Sec","6810f02d-ea53-4cd9-8272-0f4284c19929"
2024-01-04 14:47:59.620,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,PROCESS,"",0,0,Wiper Blades,"",0,"","","18a6cf40-9683-4083-9eca-f498d9dfd42f"
2024-01-04 16:53:42.890,tesla_sensor,model_3,D,SHIELD,AUTO EXIT,LOAD,"",0,0,Air Filter,"",0,"","",f395cefa-2182-4175-94b8-31761059b4f7
2024-01-04 15:55:13.540,tesla_sensor,model_3,D,MAGNET,OFF,END PRCS,"",0,0,"","",0,"","","563f7e78-ba71-4b1c-9830-faf7edbd8acc"
2024-01-04 16:38:17.320,tesla_sensor,model_3,D,ESC,AUTO EXIT,ESC CONTROL,"",0,0,Air Filter,"",0,"","","67f67b80-574e-4754-94ef-e9059f55479d"
2024-01-04 12:28:26.090,tesla_sensor,model_3,D,IG FIL,ON,PUMP DOWN,"",0,0,"","",0,"","","89259142-2a72-484d-8c80-f713c91cdfd7"
2023-11-28 10:22:27.510,tesla_sensor,model_Y,D,PRCS1 PWR,OFF,SETUP,"",0,0,"","",0,"","",dcd47327-75af-45d4-8c52-f975eba0123b
2023-11-28 10:27:33.640,tesla_sensor,model_Y,D,MFC3 MVO,ON,SPT PROCESS,"",0,0,"","",0,"","",b5c16651-040c-40c7-86ac-75915b59c758
2023-11-28 10:30:28.590,tesla_sensor,model_Y,D,MAINV,OPEN,PUMP DOWN,"",0,0,"","",0,"","","5e62d80a-1fe7-4a51-a816-e9fec948de9b"
2023-11-28 11:21:52.710,tesla_sensor,model_Y,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",ac979211-a820-426a-bd1a-eafac9629175
2023-11-28 11:37:02.790,tesla_sensor,model_Y,S,PUMP DOWN,STEP END,"","",0,0,"","",0,"00","","8b17a570-4f3e-4f70-9c34-55584a0cd768"
2023-11-28 11:52:11.620,tesla_sensor,model_Y,S,doors install,STEP START,"","",0,0,"","",0,"","","091a0fde-7713-4930-a8b7-faa4dcbffa74"
2023-11-28 11:49:49.650,tesla_sensor,model_Y,D,SHIELD,AUTO EXIT,SPT PROCESS,"",0,0,Suspension,"",0,"","",d879d17f-1b8d-4f1b-bf8c-42c45dadce94
2023-11-28 12:05:11.300,tesla_sensor,model_Y,S,ROUGH,STEP START,"","",0,0,"","",0,"00","",ec635994-cdcd-49a5-a4b4-a62ddc14ee9c
2023-11-28 14:17:03.290,tesla_sensor,model_Y,D,GAS1 INLETV,CLOSE,"","",0,0,"","",0,"00","",e6644b27-8fb5-428b-a109-e7d4dee563bc
2023-11-28 14:41:38.500,tesla_sensor,model_Y,D,MFC3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Tires,"",0,"","","799a66e4-8de6-471a-ab2f-502bbc5237d7"
2023-11-28 14:44:09.180,tesla_sensor,model_Y,D,IG FIL,OFF,SPT PROCESS,F1_TiN N5(29nm)_,0,0,Tires,TPC,3,"03","","4e98941a-df99-4def-af09-f402f4be6eb9"
2023-11-28 15:35:24.940,tesla_sensor,model_Y,D,CTHD WTR INV,AUTO EXIT,PUMP DOWN,"",0,0,"","",0,"","",aec7dd89-5188-48c9-96a3-702a77227a91
2024-01-04 14:09:16.620,tesla_sensor,model_3,D,ASST INLETV,AUTO EXIT,ASST GAS CTRL,"",0,0,Battery,"",0,"","","33474883-30ab-42f8-8138-bafb3a8256d2"
2024-01-04 14:58:28.500,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","","69016dd9-6f37-4b7e-85ca-3b367f56f213"
2024-01-04 12:29:22.850,tesla_sensor,model_3,S,ABORT,STEP START,"","",0,0,"","",0,"","","464e383a-23ee-44c7-ad86-0009576d2b98"
2024-01-04 12:38:19.180,tesla_sensor,model_3,D,IG FIL,ON,PUMP DOWN,"",0,0,"","",0,"","","9cfe5cbe-1b32-4a43-9cd5-0bf01f6d5b7e"
2024-01-04 13:46:11.640,tesla_sensor,model_3,D,MFC1 MVC,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","921ac999-5bf5-4551-8890-90b7d40aaaf6"
2024-01-04 13:49:02.820,tesla_sensor,model_3,D,LIFTER,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","614ddb19-3bff-47e6-8291-e0e81ce67d32"
2024-01-04 13:50:36.320,tesla_sensor,model_3,D,MFC2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","0dc94b62-2516-423d-ab1d-da0791f4b6d0"
2024-01-04 13:53:39.290,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","8643e0dc-beb7-47c1-a0f9-9fdeacc2ab40"
2024-01-04 15:47:23.850,tesla_sensor,model_3,D,ROUGHV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",ba50455b-aa68-4d68-95cd-6ea4ba622c0e
2024-01-04 15:47:23.850,tesla_sensor,model_3,D,VENTV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","8176bf29-77bd-440d-bb84-25fa1e906e6c"
2024-01-04 15:50:02.250,tesla_sensor,model_3,D,MFC3 INLETV,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec","2f4b834a-b662-4f22-8cc3-1c74dd804a12"
2024-01-04 16:01:15.510,tesla_sensor,model_3,D,PRCS TRIGGER,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","1c3aaf76-dab9-4ebe-baa3-a546661a1908"
2024-01-04 16:16:10.130,tesla_sensor,model_3,D,MFC1 MVC,ON,SPT PROCESS,"",0,0,"","",0,"00","","7341818b-a1ee-4ef3-bea5-dd49eafdaecc"
2024-01-04 14:34:45.980,tesla_sensor,model_3,S,sensor install,STEP START,"","",0,0,"","",0,"","","0f7a7237-e0a5-4d0d-ba42-c9c5e3277ecb"
2024-01-04 14:38:44.280,tesla_sensor,model_3,D,LIFTER,COMPLETE,"","",0,3300,"","",0,"","03.3Sec","9847dd0d-a921-4f28-8855-8ec37574c44e"
2024-01-04 15:55:18.500,tesla_sensor,model_3,D,CHAMB WTR INLETV,AUTO EXIT,SETUP,"",0,0,"","",0,"","","32ad7223-d762-4074-9994-0dd84ae91ceb"
2024-01-04 15:55:18.500,tesla_sensor,model_3,D,STAGE WTRV,AUTO EXIT,SETUP,"",0,0,"","",0,"","",f3ac50e6-6901-4265-a791-765bfe466ea3
2024-01-04 14:38:46.370,tesla_sensor,model_3,D,SHIELD,AUTO EXIT,LOAD,"",0,0,Wiper Blades,"",0,"","","9f0337a5-9835-43d6-8534-5b11b6b5f7f6"
2024-01-04 14:38:46.370,tesla_sensor,model_3,D,LIFTER,AUTO EXIT,LOAD,"",0,0,Wiper Blades,"",0,"","","92ac40be-9df0-4738-be6b-db01ed3a22ec"
2024-01-04 14:38:51.210,tesla_sensor,model_3,D,SHIELD,DOWN,PROCESS,F2_EUNO-9,0,0,Wiper Blades,CHAdeMo,9,"09","",bbb34474-0fa6-4f23-aec3-4063d76097b8
2024-01-04 16:17:58.520,tesla_sensor,model_3,S,PUMP DOWN,STEP END,"","",0,0,"","",0,"","",d97b978b-dc57-4c05-8f55-a45cc8395bd5
2023-11-28 11:21:47.710,tesla_sensor,model_Y,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Seats,"",0,"","","12fe11cd-3b12-48ca-98fd-7209fbd49925"
2023-11-28 11:21:47.710,tesla_sensor,model_Y,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,Seats,"",0,"","",cb5d11bb-631e-4acd-a55d-de2711c72eae
2023-11-28 11:23:13.080,tesla_sensor,model_Y,D,GAS2 INLETV,CLOSE,SPT PROCESS,F1_TiN N5(30nm)_,0,0,Seats,CCS2,24,"24","","6cd23f41-1911-4fbc-8afe-7904891ebec1"
2023-11-28 11:45:56.340,tesla_sensor,model_Y,D,ESC,AUTO EXIT,ESC CONTROL,"",0,0,Suspension,"",0,"","","9f3bd2f3-47d6-4522-ae2b-24d4d8ee0cf1"
2023-11-28 11:45:56.340,tesla_sensor,model_Y,D,GAS2 INLETV,OPEN,SPT PROCESS,F1_TiN N5(30nm)_,0,0,Suspension,CCS1,1,"01","","90d7e099-acb9-45b2-b5bc-5e5eea9b66c7"
2023-11-28 11:45:56.340,tesla_sensor,model_Y,D,GAS2 INLETV,COMPLETE,SPT PROCESS,F1_TiN N5(30nm)_,0,0,Suspension,CCS1,1,"01","00.0Sec","81a0ced5-176f-4e34-9959-abf3cda103f6"
2023-11-28 11:45:56.360,tesla_sensor,model_Y,D,ESC MINUS,ON,ESC CONTROL,F1_TiN N5(30nm)_,0,0,Suspension,CCS1,1,"01","","693d979b-b7fc-494c-a8a0-37894827a310"
2023-11-28 11:46:17.500,tesla_sensor,model_Y,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Suspension,"",0,"","","89811e18-994a-4698-92e1-28909c07f711"
2023-11-28 11:46:17.500,tesla_sensor,model_Y,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,Suspension,"",0,"","",c68cba83-b6be-4af6-9568-876699791609
2023-11-28 11:47:24.610,tesla_sensor,model_Y,R,STEP,R-STEP START,SPT PROCESS,F1_TiN N5(30nm)_,9,0,Suspension,CCS1,1,"01",STEP09,"9be0dac0-92b8-4e2f-94f0-449ec96dce04"
2023-11-28 11:48:15.060,tesla_sensor,model_Y,D,ASST CTRL,ON,ASST GAS CTRL,F1_TiN N5(30nm)_,0,0,Suspension,CCS1,2,"02","",cb5c8962-cad8-4129-923c-b33de9cef314
2023-11-28 11:48:15.060,tesla_sensor,model_Y,D,ASST CTRL,COMPLETE,ASST GAS CTRL,F1_TiN N5(30nm)_,0,0,Suspension,CCS1,2,"02","00.0Sec","1b30fac8-daf7-45ae-be42-f074ed15b534"
2023-11-28 11:49:22.170,tesla_sensor,model_Y,D,MAINV,OPEN,SPT PROCESS,F1_TiN N5(30nm)_,0,0,Suspension,CCS1,2,"02","","38b4a4af-5e40-4a3c-a7f4-e453326e78c4"
2023-11-28 11:49:51.660,tesla_sensor,model_Y,D,ESC MINUS,ON,ESC CONTROL,F1_TiN N5(30nm)_,0,0,Suspension,CCS1,3,"03","",ee72fb4f-0bb5-408d-8243-9f3de2711659
2023-11-28 11:49:51.660,tesla_sensor,model_Y,D,MFC1 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Suspension,"",0,"","","4ee45b74-8ac2-4c90-8902-3d31e673b9d0"
2023-11-28 11:49:51.660,tesla_sensor,model_Y,D,GAS1 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Suspension,"",0,"","",d4cdec80-b859-44ce-b5ca-4bb4d96f66ce
2024-01-04 14:39:52.620,tesla_sensor,model_3,D,ESC RELEASE,ON,ESC CONTROL,F2_EUNO-9,0,0,Wiper Blades,CHAdeMo,9,"09","",bbc29126-5234-436c-88c3-da63c1d4724a
2024-01-04 14:39:52.630,tesla_sensor,model_3,D,ESC RELEASE,COMPLETE,ESC CONTROL,F2_EUNO-9,0,0,Wiper Blades,CHAdeMo,9,"09","00.0Sec","441b15ea-3469-45ac-bcd6-eb622d2d588a"
2024-01-04 14:40:02.610,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,F2_EUNO-9,10,0,Wiper Blades,CHAdeMo,9,"09",STEP10,"992ad60f-8349-412d-b782-dc7124847227"
2024-01-04 14:40:12.080,tesla_sensor,model_3,D,LIFTER,COMPLETE,UNLOAD,"",0,2800,"","",0,"","02.8Sec",a06dd8fb-18a5-40a3-a9cf-96752553ac25
2023-11-28 11:49:51.660,tesla_sensor,model_Y,D,MFC3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Suspension,"",0,"","","9b2a5cb7-ffa9-47fa-ae3c-a4d63d9c1887"
2023-11-28 11:51:22.020,tesla_sensor,model_Y,D,CONDV1,CLOSE,SPT PROCESS,F1_TiN N5(30nm)_,0,0,Suspension,CCS1,3,"03","","4c28f712-a9e2-443b-a140-81f029435cec"
2023-11-28 11:51:22.080,tesla_sensor,model_Y,D,CONDV1,COMPLETE,SPT PROCESS,F1_TiN N5(30nm)_,0,0,Suspension,CCS1,3,"03","00.0Sec",f4fead6f-4809-4aa4-960d-5ce2b0023a31
2023-11-28 11:51:22.090,tesla_sensor,model_Y,D,MFC1 MVC,AUTO EXIT,SPT PROCESS,"",0,0,Suspension,"",0,"","",f0dd5c8c-9d58-4e6f-81f0-f6378eb26631
2023-11-28 14:39:36.060,tesla_sensor,model_Y,D,LIFTER,UP,PROCESS,"",0,0,"","",0,"00","",c8d3c29f-d945-404f-a34f-fb7a1de25a68
2023-11-28 14:40:01.860,tesla_sensor,model_Y,D,MFC3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Tires,"",0,"","","0e7bcf61-68f3-43f8-a6af-a8bf2f3b77fc"
2023-11-28 14:40:01.860,tesla_sensor,model_Y,D,GAS3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Tires,"",0,"","","90f92971-6b74-4531-b5ef-66a1adf1028c"
2023-11-28 14:40:01.870,tesla_sensor,model_Y,D,ESC MINUS,COMPLETE,ESC CONTROL,F1_TiN N5(29nm)_,0,0,Tires,TPC,1,"01","00.0Sec",e7bbd910-daa4-442e-b171-1efe482d106d
2023-11-28 14:42:07.490,tesla_sensor,model_Y,D,MFC2 INLETV,COMPLETE,SPT PROCESS,F1_TiN N5(29nm)_,0,0,Tires,TPC,2,"02","00.0Sec","013316d0-62c0-4ad6-9ace-fecb7d546a59"
2023-11-28 14:42:07.490,tesla_sensor,model_Y,D,MFC3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Tires,"",0,"","",b02e1470-94c2-453c-801c-5c3a74ab81fe
2023-11-28 14:42:07.490,tesla_sensor,model_Y,D,GAS3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Tires,"",0,"","","3538f03b-74ba-4226-ae99-262b399532c4"
2023-11-28 14:43:44.060,tesla_sensor,model_Y,D,MFC1 MVC,AUTO EXIT,SPT PROCESS,"",0,0,Tires,"",0,"","",bb5cf5db-cf5d-46b6-b79e-b1c7afbafb75
2023-11-28 14:43:44.060,tesla_sensor,model_Y,D,MFC2 MVC,ON,SPT PROCESS,F1_TiN N5(29nm)_,0,0,Tires,TPC,2,"02","","46cf2dd3-f36a-4eec-b3bd-706275536d8e"
2023-11-28 14:43:44.060,tesla_sensor,model_Y,D,MFC2 MVC,COMPLETE,SPT PROCESS,F1_TiN N5(29nm)_,0,0,Tires,TPC,2,"02","00.0Sec",f6d3a84d-f2b7-4823-933c-6891376ea9e8
2023-11-28 14:43:44.060,tesla_sensor,model_Y,D,MFC3 MVC,AUTO EXIT,SPT PROCESS,"",0,0,Tires,"",0,"","","46410a66-ed90-4360-a437-d4c3a1b54378"
2023-11-28 14:44:13.080,tesla_sensor,model_Y,D,GAS3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Tires,"",0,"","","90a82628-04f1-4b8d-8530-b885d5130ddc"
2023-11-28 14:44:13.090,tesla_sensor,model_Y,D,ESC MINUS,COMPLETE,ESC CONTROL,F1_TiN N5(29nm)_,0,0,Tires,TPC,3,"03","00.0Sec","1de81b84-1922-403a-8854-8053f89d4a9d"
2023-11-28 14:44:13.090,tesla_sensor,model_Y,D,MFC2 IAC,ON,SPT PROCESS,F1_TiN N5(29nm)_,0,0,Tires,TPC,3,"03","",eb9774f5-11c7-4acc-af42-c5f4b39eba4c
2023-11-28 14:44:35.260,tesla_sensor,model_Y,D,RF2 PS,COMPLETE,SPT PROCESS,F1_TiN N5(29nm)_,0,0,Tires,TPC,3,"03","00.0Sec",f19cd022-713f-43d3-9005-96a842248fa0
2023-11-28 14:45:41.460,tesla_sensor,model_Y,R,STEP,R-STEP END,SPT PROCESS,F1_TiN N5(29nm)_,6,0,Tires,TPC,3,"03",STEP06,deefc45a-e654-4e3c-abeb-8241aa27c481
2023-11-28 14:45:49.730,tesla_sensor,model_Y,D,MFC3 MVC,AUTO EXIT,SPT PROCESS,"",0,0,Tires,"",0,"","",a974fb8f-eb55-4510-ad9c-0e5ee67aa5a8
2024-01-04 14:01:14.790,tesla_sensor,model_3,D,GAS2 INLETV,OPEN,SPT PROCESS,F2_EUNO-5,0,0,Battery,CHAdeMo,5,"05","",bf14d4ec-8084-4e63-9768-b607d6612706
2024-01-04 14:01:14.790,tesla_sensor,model_3,D,GAS2 INLETV,COMPLETE,SPT PROCESS,F2_EUNO-5,0,0,Battery,CHAdeMo,5,"05","00.0Sec","6e95b235-2b03-42eb-baab-a311d3f0fc1f"
2024-01-04 14:01:14.790,tesla_sensor,model_3,D,ESC MINUS,ON,ESC CONTROL,F2_EUNO-5,0,0,Battery,CHAdeMo,5,"05","","3b5463c7-3566-437f-bc6b-a9a8853cc7cf"
2024-01-04 14:02:10.150,tesla_sensor,model_3,D,MAINV,COMPLETE,SPT PROCESS,F2_EUNO-5,0,2000,Battery,CHAdeMo,5,"05","02.0Sec","2257eccd-8066-4d63-8d8a-b56002481d69"
2024-01-04 14:04:55.920,tesla_sensor,model_3,D,MFC3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",fa4ed8aa-b088-4a7d-a096-db69f334ba03
2024-01-04 14:04:55.920,tesla_sensor,model_3,D,GAS3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",dffe35dc-b630-414a-9a63-feb76e4dedc0
2024-01-04 14:04:55.940,tesla_sensor,model_3,D,ESC MINUS,COMPLETE,ESC CONTROL,F2_EUNO-6,0,0,Battery,CHAdeMo,6,"06","00.0Sec",b9111551-b562-4fe7-8e1e-ecaf93fd53dc
2024-01-04 14:06:17.370,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","8a687e1c-a6ed-404b-95a5-e6656ca867f0"
2024-01-04 14:09:11.530,tesla_sensor,model_3,D,MFC2 INLETV,COMPLETE,SPT PROCESS,F2_EUNO-7,0,0,Battery,CHAdeMo,7,"07","00.0Sec",ca0aadb7-02c4-41fd-964d-db786d2116f3
2024-01-04 14:09:11.530,tesla_sensor,model_3,D,MFC3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",d713c93f-3ef1-4a9a-be54-ba69963cf624
2024-01-04 14:12:57.790,tesla_sensor,model_3,D,ESC,AUTO EXIT,ESC CONTROL,"",0,0,Battery,"",0,"","","192da4b6-c035-41b7-b83a-cb8de20818c0"
2024-01-04 14:12:57.790,tesla_sensor,model_3,D,ASST INLETV,AUTO EXIT,ASST GAS CTRL,"",0,0,Battery,"",0,"","",a000cf56-dea0-4f40-8503-c830e42e6b14
2024-01-04 14:38:56.110,tesla_sensor,model_3,D,MFC2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","",bc4f9296-1102-429e-8106-318e166a5e12
2024-01-04 14:38:56.110,tesla_sensor,model_3,D,MFC3 INLETV,CLOSE,SPT PROCESS,F2_EUNO-9,0,0,Wiper Blades,CHAdeMo,9,"09","","8da7349c-81bd-4324-a8ca-20e627abe51a"
2024-01-04 14:38:56.110,tesla_sensor,model_3,D,MFC3 INLETV,COMPLETE,SPT PROCESS,F2_EUNO-9,0,0,Wiper Blades,CHAdeMo,9,"09","00.0Sec","1bdd5852-fca8-4641-b342-f9aeb7fce17c"
2024-01-04 14:39:51.580,tesla_sensor,model_3,D,CONDV1,COMPLETE,SPT PROCESS,F2_EUNO-9,0,0,Wiper Blades,CHAdeMo,9,"09","00.0Sec","1252e727-fa1f-4b7c-8fcb-6758a22eb3b9"
2024-01-04 14:39:51.600,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","",c62c8a26-1f13-4701-b5e6-e3dd5275064a
2024-01-04 14:42:42.460,tesla_sensor,model_3,D,ASST TMP PUMPV,CLOSE,ASST GAS CTRL,F2_EUNO-10,0,0,Wiper Blades,CHAdeMo,10,"10","","57a96b77-d272-4df9-af54-ab8ed8ea9ef9"
2024-01-04 14:42:42.460,tesla_sensor,model_3,D,ASST TMP PUMPV,COMPLETE,ASST GAS CTRL,F2_EUNO-10,0,0,Wiper Blades,CHAdeMo,10,"10","00.0Sec",ed9fd3c2-ced1-4f6d-9089-175f0a49b6c4
2024-01-04 14:43:50.630,tesla_sensor,model_3,D,MFC2 MVC,ON,SPT PROCESS,F2_EUNO-10,0,0,Wiper Blades,CHAdeMo,10,"10","","99f0f5d6-ae3e-4afd-b62d-ea67f5534079"
2024-01-04 14:43:50.630,tesla_sensor,model_3,D,MFC2 MVC,COMPLETE,SPT PROCESS,F2_EUNO-10,0,0,Wiper Blades,CHAdeMo,10,"10","00.0Sec","358f0b13-c8ca-43b5-a9a8-94a9cd934bd4"
2024-01-04 14:43:50.630,tesla_sensor,model_3,D,MFC3 MVC,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","",a1a6b99c-d500-49c3-9760-66cb0ffc19df
2024-01-04 14:46:58.160,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","","084f52e1-8bd1-4e43-a3a8-2a9fa073c2bb"
2024-01-04 14:46:58.160,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","",c6096fe6-afcc-434e-9f69-3a1ec199c3c1
2024-01-04 14:46:58.160,tesla_sensor,model_3,D,ASST TMP PUMPV,CLOSE,ASST GAS CTRL,F2_EUNO-11,0,0,Wiper Blades,CHAdeMo,11,"11","",b5641cd6-ef31-4c72-8f50-6503d4fbed7f
2024-01-04 14:52:09.010,tesla_sensor,model_3,D,LIFTER,COMPLETE,UNLOAD,"",0,3200,Wiper Blades,CHAdeMo,12,"12","03.2Sec",e4ec840d-f763-441d-bcd9-84d2bfd9b01c
2024-01-04 14:52:12.250,tesla_sensor,model_3,D,LIFTER,DOWN,UNLOAD,"",0,0,"","",0,"","","5b206bfa-481f-413e-9e9d-af2a8780e5a2"
2024-01-04 14:54:52.410,tesla_sensor,model_3,D,ASST INLETV,AUTO EXIT,ASST GAS CTRL,"",0,0,Wiper Blades,"",0,"","","6b8803e1-31d9-43ac-8323-20df8fdf1a72"
2024-01-04 14:55:53.800,tesla_sensor,model_3,D,GAS2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","",c7429818-a23b-4c98-93ff-025674ced239
2024-01-04 14:55:53.800,tesla_sensor,model_3,D,MFC3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","",c9a2cadb-9541-4227-aa36-c2c4040baa1b
2024-01-04 14:55:53.800,tesla_sensor,model_3,D,GAS3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","","98d83a8d-3c29-4b1a-a747-96500eff8f7a"
2024-01-04 14:55:53.810,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","",eeb6edf0-7855-4a8d-9a3d-4b739fd26440
2024-01-04 14:55:53.810,tesla_sensor,model_3,D,PRCS TRIGGER,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","",c9296d36-a2d4-42ba-bf3c-14bfa30d7b5f
2024-01-04 14:58:38.520,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,F2_EUNO-14,2,0,Wiper Blades,CHAdeMo,14,"14",STEP02,"51b3d52c-1dcb-46dd-b3cb-a13ca5032cac"
2024-01-04 14:59:41.700,tesla_sensor,model_3,D,GAS1 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","",c4f37d4a-7c9d-4ad5-bde1-68bf0c36349b
2024-01-04 13:45:23.340,tesla_sensor,model_3,D,ESC MINUS,ON,ESC CONTROL,F2_EUNO-1,0,0,Battery,CHAdeMo,1,"01","","0578a753-331f-4816-8445-3dc113b36b58"
2024-01-04 13:45:23.340,tesla_sensor,model_3,D,MFC1 INLETV,CLOSE,SPT PROCESS,F2_EUNO-1,0,0,Battery,CHAdeMo,1,"01","","3a826af4-0811-4565-a125-5589eea47e05"
2024-01-04 13:45:23.340,tesla_sensor,model_3,D,MFC1 INLETV,COMPLETE,SPT PROCESS,F2_EUNO-1,0,0,Battery,CHAdeMo,1,"01","00.0Sec",f44d8603-b25b-425f-b82d-91b0de7a12fb
2024-01-04 13:46:16.670,tesla_sensor,model_3,D,AMC2 AUTO MATCH,COMPLETE,SPT PROCESS,F2_EUNO-1,0,0,Battery,CHAdeMo,1,"01","00.0Sec","9e2d5604-e0db-4e11-8eaa-3dd7b0c7bfc2"
2024-01-04 13:46:18.770,tesla_sensor,model_3,D,MAINV,COMPLETE,SPT PROCESS,F2_EUNO-1,0,2100,Battery,CHAdeMo,1,"01","02.1Sec","6cacd48e-499c-42f1-88ed-a4234eafd536"
2024-01-04 13:46:18.770,tesla_sensor,model_3,D,CONDV1,CLOSE,SPT PROCESS,F2_EUNO-1,0,0,Battery,CHAdeMo,1,"01","","2aa0e79e-69a0-4b62-a2fc-65c789c0da30"
2024-01-04 13:46:18.830,tesla_sensor,model_3,D,CONDV1,COMPLETE,SPT PROCESS,F2_EUNO-1,0,0,Battery,CHAdeMo,1,"01","00.0Sec",f0170f40-ff75-4de6-9db8-f2c4099e6d13
2024-01-04 13:50:25.210,tesla_sensor,model_3,D,MAINV,COMPLETE,SPT PROCESS,F2_EUNO-2,0,2000,Battery,CHAdeMo,2,"02","02.0Sec","01e1814e-4bcc-4e19-bf78-fbac9a99c9fb"
2024-01-04 13:53:18.090,tesla_sensor,model_3,D,MFC2 INLETV,COMPLETE,SPT PROCESS,F2_EUNO-3,0,0,Battery,CHAdeMo,3,"03","00.0Sec","4fb8ad72-38de-4ec2-89fb-cd130769bff3"
2024-01-04 13:53:18.090,tesla_sensor,model_3,D,MFC3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","15571752-1e40-4f5a-ae2e-ef5518755251"
2024-01-04 13:53:18.090,tesla_sensor,model_3,D,GAS3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",bbc1cda7-78ba-4f9b-8e90-de4cfd1dfa65
2024-01-04 13:56:59.190,tesla_sensor,model_3,D,MFC2 IAC,COMPLETE,SPT PROCESS,F2_EUNO-4,0,0,Battery,CHAdeMo,4,"04","00.0Sec","3d045858-c889-4daf-8b38-7541ec943c51"
2024-01-04 13:56:59.200,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",c6ad2767-71af-4963-994e-a6312d5320ff
2024-01-04 13:58:20.600,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","310eb639-20aa-4bd6-833a-4b7071cb4ace"
